,words,rating,tips,tips_code,steps,step_code,tips_groups,tips_groups_code
10879,you re taking things the wrong way again,2,morality,416,facts,4,judgemental,87
10880,you re the apple of my eye,4,positivebias,461,"facts,emotions",5,positivebias,131
10881,you re the butter to my bread,4,positivebias,461,"facts,emotions",5,positivebias,131
10882,you re the light to my flame,4,positivebias,461,"facts,emotions",5,positivebias,131
10883,you re the most self centered person i ve ever met,0,"comparison,labelling",102,facts,4,judgemental,87
10884,you re the object of my affection,4,positivebias,461,"facts,emotions",5,positivebias,131
10885,you re the one that i want,4,positivebias,461,"facts,emotions",5,positivebias,131
10886,you re the one who is really self centered,1,"denial,reproach",138,facts,4,fault,63
10887,you re the one who started all this in the first place,1,denial,129,facts,4,fault,63
10888,you re the one,2,generalisation,303,facts,4,judgemental,87
10889,you re the only one who makes me truly smile,2,positivebias,461,"facts,emotions",5,positivebias,131
10890,you re the only one who thinks that,2,generalisation,303,facts,4,judgemental,87
10891,you re the only person i have these problems with,2,generalisation,303,facts,4,judgemental,87
10892,you re the worst joke ever made,0,"provocation,morality",536,facts,4,"provocation,judgemental",145
10893,you re too emotional,2,generalisation,303,facts,4,judgemental,87
10894,you re twisting things,2,generalisation,303,facts,4,judgemental,87
10895,you re unlike anyone i ve ever met,4,comparison,97,facts,4,judgemental,87
10896,you ve been working late every night this week you love your work more than you love me,1,"reproach,generalisation",571,facts,4,"judgemental,fault",89
10897,you ve got me head over heels,2,denial,129,"facts,emotions",5,fault,63
10898,you ve got me smitten,2,denial,129,"facts,emotions",5,fault,63
10899,you ve got no reason to cry,1,"reproach,denial",567,facts,4,fault,63
10900,you ve never thought about another human being besides yourself,1,"generalisation,reproach",334,facts,4,"judgemental,fault",89
10901,young women do not dress this way,1,morality,416,facts,4,judgemental,87
10902,your accusations are laughable,1,provocation,494,facts,4,provocation,138
10903,your actions and comments do not show your thoughts though,1,generalisation,303,facts,4,judgemental,87
10904,your age doesn t lie neither does that face,0,provocation,494,facts,4,provocation,138
10905,your anger is hurting our relationship,1,generalisation,303,facts,4,judgemental,87
10906,your attitude stinks,0,morality,416,facts,4,judgemental,87
10907,your awkwardness and lack of social skills do not make you supperior,0,morality,416,facts,4,judgemental,87
10908,you keep bad company,1,generalisation,303,facts,4,judgemental,87
10909,your beauty attracted me but i admire you for the person you are and the joy you ve brought to my life,4,positivebias,461,"facts,emotions",5,positivebias,131
10910,your behaviour is really annoying,1,morality,416,facts,4,judgemental,87
10911,your behaviour makes me sick,0,morality,416,facts,4,judgemental,87
10912,your behaviour is totally excessive considering what i did,1,morality,416,facts,4,judgemental,87
10913,your behaviour is unacceptable,1,morality,416,facts,4,judgemental,87
10914,your breath stinks,1,morality,416,facts,4,judgemental,87
10915,your cock is bigger than my previous partners,4,comparison,97,facts,4,judgemental,87
10916,shout your mouth 4ever,0,"unsolicited,activity,person,location,where,action,why,thismany,negative,unrealistic",654,"facts,proposals",12,"unrealistic,negative,precise,unsolicited",192
10917,your diligence self motivation as well as dedication have been a source of inspiration for the rest of the team,4,positivebias,461,facts,4,positivebias,131
10918,your doctor said you should not be in the sun too long,4,fact,208,facts,4,fact,56
10919,your document is full of mistakes,1,generalisation,303,facts,4,judgemental,87
10920,your dog just made a mess on my lawn,1,generalisation,303,facts,4,judgemental,87
10921,your drawing is ugly,1,"provocation,morality",536,facts,4,"provocation,judgemental",145
10922,your experience and expertise were of immense help in the timely completion of the project,4,morality,416,facts,4,judgemental,87
10923,your explanations are boring ca not you speed up a bit instead of taking us for idiots ?,2,"comparison,morality,provocation",104,facts,4,"provocation,judgemental",145
10924,your explanations are really boring,1,"morality,provocation",437,facts,4,"provocation,judgemental",145
10925,your feelings do not matter,1,unavailable,627,facts,4,fault,63
10926,your food is not good it looks like an industrial cake,1,comparison,97,facts,4,judgemental,87
10927,your hair is a mess,1,morality,416,facts,4,judgemental,87
10928,your hard work and determination were paid off and we are truly grateful,4,"feeling,positivebias",294,facts,4,"positivebias,feeling",132
10929,your hat is ugly you re dreaming if you want me to wear it,1,morality,416,facts,4,judgemental,87
10930,your head is just there to keep your ears apart,0,provocation,494,facts,4,provocation,138
10931,your head is so hard that it s impossible to get anything in it,1,"labelling,generalisation",386,facts,4,judgemental,87
10932,your heart is too soft,1,morality,416,facts,4,judgemental,87
10933,your help exceeded our expectations,4,fact,208,facts,4,fact,56
10934,your humor is unpleasant,1,generalisation,303,facts,4,judgemental,87
10935,your ideas are always wrong,1,generalisation,303,facts,4,judgemental,87
10936,your incessant anger is turning into harassment,1,"generalisation,labelling",314,facts,4,judgemental,87
10937,your incompetence is embarrassing us,1,labelling,379,facts,4,judgemental,87
10938,your instructions are really unreasonable,1,morality,416,facts,4,judgemental,87
10939,your jeremiads are indigestible of attention,0,"labelling,unavailable",414,facts,4,"judgemental,fault",89
10940,your jokes are starting to get really nasty,1,morality,416,facts,4,judgemental,87
10941,your kind heart and beautiful mind are just a few of the many things i cherish,4,"feeling,positivebias",294,facts,4,"positivebias,feeling",132
10942,your lack of involvement,1,morality,416,facts,4,judgemental,87
10943,your lack of involvement with this company cannot be overlooked,0,morality,416,facts,4,judgemental,87
10944,your lips are like sugar for me,4,feeling,254,facts,4,feeling,72
10945,your lips are moving but all i hear is blah blah blah,0,provocation,494,facts,4,provocation,138
10946,your love for me is not strong enough,1,morality,416,facts,4,judgemental,87
10947,your love is like a drug for me,4,feeling,254,facts,4,feeling,72
10948,your mama is so fat that when god said let there be light he first has to shove her out of the way,0,"provocation,generalisation",517,facts,4,"provocation,judgemental",145
10949,your mum had a severe case of diarrhea when you were born,0,provocation,494,facts,4,provocation,138
10950,your mum never knew she was pregnant that s why you were born in the toilet,0,provocation,494,facts,4,provocation,138
10951,your mood is totally unstable,1,generalisation,303,facts,4,judgemental,87
10952,your mother deserves a slap,0,deserves,148,facts,4,fault,63
10953,your mother deserves to be slapped,0,deserves,148,facts,4,fault,63
10954,your mother i take her i turn her around and i smash her on the pavement,0,provocation,494,proposals,18,provocation,138
10955,your mother is a whore,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
10956,your mother is illiterate,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
10957,your mother the whore,0,provocation,494,facts,4,provocation,138
10958,your mother upsets me,1,denial,129,facts,4,fault,63
10959,your mouth is bigger than your brain,0,"comparison,provocation",105,facts,4,"provocation,judgemental",145
10960,your mums ugly,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
10961,your not retarded you re just mentally slow,0,"provocation,generalisation",517,facts,4,"provocation,judgemental",145
10962,your parents are done accentuating his fears,2,"morality,interpretation",430,facts,4,judgemental,87
10963,your parents are here,4,fact,208,facts,4,fact,56
10964,your parents did not teach you anything,1,generalisation,303,facts,4,judgemental,87
10965,your performance is disapointing,1,morality,416,facts,4,judgemental,87
10966,your positivity and willingness to help have always made me smile and brighten my day,4,"positivebias,feeling",474,facts,4,"positivebias,feeling",132
10967,your prentended chronic fatigue is just yuppie flu,0,"reproach,interpretation",585,facts,4,"judgemental,fault",89
10968,your problem is that you are selfish there are things you must do whether you like it or not,0,"unsolicited,labelling,morality",699,facts,4,"judgemental,unsolicited",94
10969,your problem is that you are too shy,1,"unsolicited,labelling",697,facts,4,"judgemental,unsolicited",94
10970,your problem is that you only see the negative possibilities,2,"unsolicited,generalisation",688,facts,4,"judgemental,unsolicited",94
10971,your problem is this,1,unsolicited,635,facts,4,unsolicited,202
10972,your question is frankly stupid,0,provocation,494,facts,4,provocation,138
10973,your room is a real pigsty put it away or you ll see what you ll see,0,"labelling,activity,person,demand,when,action,objective,location,howmany,negative,realistic",381,"facts,proposals",12,"negative,realistic,precise,judgemental,demanding",114
10974,your room is an unacceptable mess,1,morality,416,facts,4,judgemental,87
10975,your self motivation dedication and diligence are an inspiration for your team,4,positivebias,461,facts,4,positivebias,131
10976,your sister does better than you,1,comparison,97,facts,4,judgemental,87
10977,your skills will not go unnoticed and we are sure to utilize your leadership skills for future endeavours,4,positivebias,461,facts,4,positivebias,131
10978,your statistics are shameful and unworthy,1,morality,416,facts,4,judgemental,87
10979,your story is profoundly stupid,1,"provocation,morality",536,facts,4,"provocation,judgemental",145
10980,your streak of bad behaviour is very obviously catching up with you,0,"morality,deserves",422,facts,4,"judgemental,fault",89
10981,your stupidity is so high i would like to kill myself and to do that i would have to jump from your ego to your iq,0,provocation,494,facts,4,provocation,138
10982,your tantrums are unmanageable,1,"generalisation,reproach",334,facts,4,"judgemental,fault",89
10983,your tantrums get out of hand,1,"generalisation,reproach",334,facts,4,"judgemental,fault",89
10984,your tantrums make you unlivable,0,"generalisation,reproach",334,facts,4,"judgemental,fault",89
10985,your teachers have finished your report card,4,fact,208,facts,4,fact,56
10986,your thing stinks,1,"provocation,unsolicited",550,facts,4,"provocation,unsolicited",151
10987,your two iqs wo not get us anywhere,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
10988,your values are to puke,0,morality,416,facts,4,judgemental,87
10989,your village just called they re missing an idiot,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
10990,your voice is like a song for me,4,feeling,254,facts,4,feeling,72
10991,your voice is my favourite sound,4,feeling,254,facts,4,feeling,72
10992,your words are completely beyond your thoughts,1,"morality,interpretation",430,facts,4,judgemental,87
10993,your words are unacceptable camille i always try to be fair to all friends,2,"labelling,sacrifice",412,facts,4,"judgemental,fault",89
10994,your work reflects your dedication to the project and the organisation,4,positivebias,461,facts,4,positivebias,131
10995,zombies eat brains you re safe,0,provocation,494,facts,4,provocation,138
10996,i d like you to stop seeing your friends,1,"demand,reproach,activity,person,where,when,action,why,howmany,realistic,negative",125,"facts,proposals",12,"negative,fault,realistic,unprecise,demanding",106
